Entity,Code,Year,"Deaths that are from all causes attributed to air pollution in both sexes aged all ages"
Burundi,BDI,2013,10579.954
Burundi,BDI,2014,10555.526
Cambodia,KHM,1990,23009.578
Cambodia,KHM,1991,22858.22
Cambodia,KHM,1992,22718.676
Cambodia,KHM,1993,22575.309
Cambodia,KHM,1994,22411.463
Cambodia,KHM,1995,22168.38
Cambodia,KHM,1996,21746.736
Cambodia,KHM,1997,21279.8
Cambodia,KHM,1998,20849.322
Cambodia,KHM,1999,20417.342
Cambodia,KHM,2000,19877.738
Cambodia,KHM,2001,19451.648
Cambodia,KHM,2002,19127.096
Cambodia,KHM,2003,18704.057
Cambodia,KHM,2004,18315.988
Cambodia,KHM,2005,17948.18
Cambodia,KHM,2006,17580.889
Cambodia,KHM,2007,17355.36
Cambodia,KHM,2008,17183.062
Cambodia,KHM,2009,17058.648
Cambodia,KHM,2010,17109.395
Cambodia,KHM,2011,17127.05
Cambodia,KHM,2012,17171.807
Cambodia,KHM,2013,17150.736
Cambodia,KHM,2014,17191.775
Cameroon,CMR,1990,13255.769
Cameroon,CMR,1991,13554.035
Cameroon,CMR,1992,13942.057
Cameroon,CMR,1993,14414.509
Cameroon,CMR,1994,14789.05
Cameroon,CMR,1995,15218.982
Cameroon,CMR,1996,15729.519
Cameroon,CMR,1997,16291.599
Cameroon,CMR,1998,16885.346
Cameroon,CMR,1999,17454.637
Cameroon,CMR,2000,18156.814
Cameroon,CMR,2001,18585.293
Cameroon,CMR,2002,19604.486
Cameroon,CMR,2003,20042.404
Cameroon,CMR,2004,20343.787
Cameroon,CMR,2005,20743.682
Cameroon,CMR,2006,21169.771
Cameroon,CMR,2007,21237.143
Cameroon,CMR,2008,21534.062
Cameroon,CMR,2009,21942.291
Cameroon,CMR,2010,22372.273
Cameroon,CMR,2011,22630.87
Cameroon,CMR,2012,22845.688
Cameroon,CMR,2013,23159.355
Cameroon,CMR,2014,23225.385
Canada,CAN,1990,6276.5786
Canada,CAN,1991,6250.6533
Canada,CAN,1992,6259.801
Canada,CAN,1993,6348.42
Canada,CAN,1994,6397.324
Canada,CAN,1995,6461.784
Canada,CAN,1996,6399.918
Canada,CAN,1997,6365.2417
Canada,CAN,1998,6327.1074
Canada,CAN,1999,6170.773
Canada,CAN,2000,6018.4756
Canada,CAN,2001,5938.1567
Canada,CAN,2002,6011.306
Canada,CAN,2003,5908.9956
Canada,CAN,2004,5816.8564
Canada,CAN,2005,5705.7563
Canada,CAN,2006,5532.141
Canada,CAN,2007,5308.219
Canada,CAN,2008,5001.0405
Canada,CAN,2009,4699.688
Canada,CAN,2010,4444.9414
Canada,CAN,2011,4324.005
Canada,CAN,2012,4206.027
Canada,CAN,2013,4111.187
Canada,CAN,2014,4076.6345
Cape Verde,CPV,1990,361.4667
Cape Verde,CPV,1991,360.5321
Cape Verde,CPV,1992,360.33206
Cape Verde,CPV,1993,366.29797
Cape Verde,CPV,1994,370.36108
Cape Verde,CPV,1995,375.35437
Cape Verde,CPV,1996,382.74844
Cape Verde,CPV,1997,392.77817
Cape Verde,CPV,1998,386.3354
Cape Verde,CPV,1999,385.44614
Cape Verde,CPV,2000,376.73468
Cape Verde,CPV,2001,370.3164
Cape Verde,CPV,2002,364.17966
Cape Verde,CPV,2003,355.3917
Cape Verde,CPV,2004,347.06354
Cape Verde,CPV,2005,338.78137
Cape Verde,CPV,2006,313.0483
Cape Verde,CPV,2007,296.69974
Cape Verde,CPV,2008,286.22488
Cape Verde,CPV,2009,279.5122
Cape Verde,CPV,2010,278.12878
Cape Verde,CPV,2011,289.72235
Cape Verde,CPV,2012,304.6442
Cape Verde,CPV,2013,317.86588
Cape Verde,CPV,2014,334.70203
Central African Republic,CAF,1990,6304.2905
Central African Republic,CAF,1991,6368.578
Central African Republic,CAF,1992,6424.2
Central African Republic,CAF,1993,6563.1006
Central African Republic,CAF,1994,6668.6143
Central African Republic,CAF,1995,6767.2734
Central African Republic,CAF,1996,6936.959
Central African Republic,CAF,1997,7033.7827
Central African Republic,CAF,1998,7156.665
Central African Republic,CAF,1999,7295.209
Central African Republic,CAF,2000,7329.5493
Central African Republic,CAF,2001,7385.316
Central African Republic,CAF,2002,7439.151
Central African Republic,CAF,2003,7485.1587
Central African Republic,CAF,2004,7547.56
Central African Republic,CAF,2005,7623.655
Central African Republic,CAF,2006,7793.5615
Central African Republic,CAF,2007,7879.108
Central African Republic,CAF,2008,7927.756
Central African Republic,CAF,2009,8037.461
Central African Republic,CAF,2010,8173.1396
Central African Republic,CAF,2011,8169.888
Central African Republic,CAF,2012,8072.054
Central African Republic,CAF,2013,8073.14
Central African Republic,CAF,2014,8020.235
Chad,TCD,1990,14264.6045
Chad,TCD,1991,14400.454
Chad,TCD,1992,14644.186
Chad,TCD,1993,15013.425
Chad,TCD,1994,15331.262
Chad,TCD,1995,15691.908
Chad,TCD,1996,16228.283
Chad,TCD,1997,16686.035
Chad,TCD,1998,17120.229
Chad,TCD,1999,17499.955
Chad,TCD,2000,17948.719
Chad,TCD,2001,18329.207
Chad,TCD,2002,18768.805
Chad,TCD,2003,19089.992
Chad,TCD,2004,19154.242
Chad,TCD,2005,19064.537
Chad,TCD,2006,19374.996
Chad,TCD,2007,19723.988
Chad,TCD,2008,19907.658
Chad,TCD,2009,20108.58
Chad,TCD,2010,20241.562
Chad,TCD,2011,20350.584
Chad,TCD,2012,20432.016
Chad,TCD,2013,20662.484
Chad,TCD,2014,20705.291
Chile,CHL,1990,5788.991
Chile,CHL,1991,5512.1265
Chile,CHL,1992,5347.4043
Chile,CHL,1993,5330.3525
Chile,CHL,1994,5281.836
Chile,CHL,1995,5341.157
Chile,CHL,1996,5347.9834
Chile,CHL,1997,5213.995
Chile,CHL,1998,5234.087
Chile,CHL,1999,5250.1206
Chile,CHL,2000,5068.072
Chile,CHL,2001,5116.164
Chile,CHL,2002,5008.455
Chile,CHL,2003,5033.7827
Chile,CHL,2004,5012.158
Chile,CHL,2005,4929.6807
Chile,CHL,2006,4901.423
Chile,CHL,2007,4961.909
Chile,CHL,2008,4897.656
Chile,CHL,2009,5088.469
Chile,CHL,2010,5263.5483
Chile,CHL,2011,5326.545
Chile,CHL,2012,5462.532
Chile,CHL,2013,5651.318
Chile,CHL,2014,5771.256
China,CHN,1990,1895766.6
China,CHN,1991,1896714.9
China,CHN,1992,1898568.2
China,CHN,1993,1893794.5
China,CHN,1994,1874477.8
China,CHN,1995,1854832.6
China,CHN,1996,1844862.2
China,CHN,1997,1823150.2
China,CHN,1998,1805101.4
China,CHN,1999,1819463
China,CHN,2000,1849454.9
China,CHN,2001,1857894.2
China,CHN,2002,1875571.9
China,CHN,2003,1893068.8
China,CHN,2004,1923489.1
China,CHN,2005,1906271.1
China,CHN,2006,1843038
China,CHN,2007,1813409.6
China,CHN,2008,1825242.2
China,CHN,2009,1843023.5
China,CHN,2010,1870627.1
China,CHN,2011,1874037.2
China,CHN,2012,1854110.6
China,CHN,2013,1845362.9
China,CHN,2014,1844224.2
Colombia,COL,1990,15177.098
Colombia,COL,1991,15748.506
Colombia,COL,1992,15893.1045
Colombia,COL,1993,15885.393
Colombia,COL,1994,15906.606
Colombia,COL,1995,15859.152
Colombia,COL,1996,16127.368
Colombia,COL,1997,15491.382
Colombia,COL,1998,15235.121
Colombia,COL,1999,15539.203
Colombia,COL,2000,15500.941
Colombia,COL,2001,15525.207
Colombia,COL,2002,16654.758
Colombia,COL,2003,15702.978
Colombia,COL,2004,15411.199
Colombia,COL,2005,14906.324
Colombia,COL,2006,15287.956
Colombia,COL,2007,15077.866
Colombia,COL,2008,15298.978
Colombia,COL,2009,15799.843
Colombia,COL,2010,15757.569
Colombia,COL,2011,15221.751
Colombia,COL,2012,15175.973
Colombia,COL,2013,14955.018
Colombia,COL,2014,14707.191
Comoros,COM,1990,844.3581
Comoros,COM,1991,846.20605
Comoros,COM,1992,863.1737
Comoros,COM,1993,859.4427
Comoros,COM,1994,866.94196
Comoros,COM,1995,863.1709
Comoros,COM,1996,857.9162
Comoros,COM,1997,843.88477
Comoros,COM,1998,816.6564
Comoros,COM,1999,796.1111
Comoros,COM,2000,790.7264
Comoros,COM,2001,769.99164
Comoros,COM,2002,751.23096
Comoros,COM,2003,725.4119
Comoros,COM,2004,704.12317
Comoros,COM,2005,702.0252
Comoros,COM,2006,682.4634
Comoros,COM,2007,701.3096
Comoros,COM,2008,703.1761
Comoros,COM,2009,679.94543
Comoros,COM,2010,661.3277
Comoros,COM,2011,665.9786
Comoros,COM,2012,662.08905
Comoros,COM,2013,656.10596
Comoros,COM,2014,680.614
Congo,COG,1990,3346.5652
Congo,COG,1991,3336.4421
Congo,COG,1992,3350.0344
Congo,COG,1993,3395.7568
Congo,COG,1994,3507.7332
Congo,COG,1995,3570.259
Congo,COG,1996,3644.579
Congo,COG,1997,3706.6567
Congo,COG,1998,3658.3132
Congo,COG,1999,3659.4905
Congo,COG,2000,3600.5798
Congo,COG,2001,3511.1292
Congo,COG,2002,3458.1716
Congo,COG,2003,3493.8606
Congo,COG,2004,3505.797
Congo,COG,2005,3517.9395
Congo,COG,2006,3525.5745
Congo,COG,2007,3539.4395
Congo,COG,2008,3550.325
Congo,COG,2009,3534.0635
Congo,COG,2010,3509.4602
Congo,COG,2011,3495.5781
Congo,COG,2012,3509.6694
Congo,COG,2013,3510.984
Congo,COG,2014,3516.291
Cook Islands,COK,1990,4.9499288
Cook Islands,COK,1991,4.7416067
Cook Islands,COK,1992,4.5656676
Cook Islands,COK,1993,4.3983283
Cook Islands,COK,1994,4.217191
Cook Islands,COK,1995,4.0662193
Cook Islands,COK,1996,3.968664
Cook Islands,COK,1997,3.9198802
Cook Islands,COK,1998,3.8837917
Cook Islands,COK,1999,3.847826
Cook Islands,COK,2000,3.775047
Cook Islands,COK,2001,3.671169
Cook Islands,COK,2002,3.611853
Cook Islands,COK,2003,3.53504
Cook Islands,COK,2004,3.4597244
Cook Islands,COK,2005,3.3867397
Cook Islands,COK,2006,3.3034348
Cook Islands,COK,2007,3.2163353
Cook Islands,COK,2008,3.1342635
Cook Islands,COK,2009,3.0862942
Cook Islands,COK,2010,3.1297038
Cook Islands,COK,2011,3.205537
Cook Islands,COK,2012,3.2717392
Cook Islands,COK,2013,3.3553886
Cook Islands,COK,2014,3.4204438
Costa Rica,CRI,1990,836.759
Costa Rica,CRI,1991,828.54956
Costa Rica,CRI,1992,822.8857
Costa Rica,CRI,1993,804.4101
Costa Rica,CRI,1994,832.2516
Costa Rica,CRI,1995,860.0696
Costa Rica,CRI,1996,829.03455
Costa Rica,CRI,1997,840.52673
Costa Rica,CRI,1998,848.56445
Costa Rica,CRI,1999,871.0015
Costa Rica,CRI,2000,843.2964
Costa Rica,CRI,2001,862.9851
Costa Rica,CRI,2002,825.7985
Costa Rica,CRI,2003,839.35675
Costa Rica,CRI,2004,838.0989
Costa Rica,CRI,2005,776.6941
Costa Rica,CRI,2006,814.1782
Costa Rica,CRI,2007,738.20856
Costa Rica,CRI,2008,763.1185
Costa Rica,CRI,2009,757.53973
Costa Rica,CRI,2010,872.98364
Costa Rica,CRI,2011,856.4162
Costa Rica,CRI,2012,881.04895
Costa Rica,CRI,2013,907.3582
Costa Rica,CRI,2014,932.3504
Cote d'Ivoire,CIV,1990,19081.76
Cote d'Ivoire,CIV,1991,19561.477
Cote d'Ivoire,CIV,1992,20217.83
Cote d'Ivoire,CIV,1993,21048.062
Cote d'Ivoire,CIV,1994,21963.209
Cote d'Ivoire,CIV,1995,22817.111
Cote d'Ivoire,CIV,1996,23323.154
Cote d'Ivoire,CIV,1997,23750.535
Cote d'Ivoire,CIV,1998,24229.78
Cote d'Ivoire,CIV,1999,24554.152
Cote d'Ivoire,CIV,2000,24939.57
Cote d'Ivoire,CIV,2001,25167.44
Cote d'Ivoire,CIV,2002,25399.09
Cote d'Ivoire,CIV,2003,25538.598
Cote d'Ivoire,CIV,2004,25713.28
Cote d'Ivoire,CIV,2005,25732.78
Cote d'Ivoire,CIV,2006,25943.006
Cote d'Ivoire,CIV,2007,25731.674
Cote d'Ivoire,CIV,2008,25502.113
Cote d'Ivoire,CIV,2009,25436.885
Cote d'Ivoire,CIV,2010,25381.805
Cote d'Ivoire,CIV,2011,25275.686
Cote d'Ivoire,CIV,2012,25456.111
Cote d'Ivoire,CIV,2013,25863.723
Cote d'Ivoire,CIV,2014,25780.982
Croatia,HRV,1990,5586.8936
Croatia,HRV,1991,5435.628
Croatia,HRV,1992,5357.3364
Croatia,HRV,1993,5307.298
Croatia,HRV,1994,5220.745
Croatia,HRV,1995,5239.395
Croatia,HRV,1996,5254.0024
Croatia,HRV,1997,5262.946
Croatia,HRV,1998,5089.5186
Croatia,HRV,1999,4941.3853
Croatia,HRV,2000,4725.7656
Croatia,HRV,2001,4629.385
Croatia,HRV,2002,4654.536
Croatia,HRV,2003,4709.591
Croatia,HRV,2004,4510.4824
Croatia,HRV,2005,4531.5312
Croatia,HRV,2006,4388.181
Croatia,HRV,2007,4407.3975
Croatia,HRV,2008,4355.6646
Croatia,HRV,2009,4126.762
Croatia,HRV,2010,4020.502
Croatia,HRV,2011,3913.005
Croatia,HRV,2012,3838.0923
Croatia,HRV,2013,3661.4722
Croatia,HRV,2014,3645.6704
Cuba,CUB,1990,5431.809
Cuba,CUB,1991,5394.1216
Cuba,CUB,1992,5532.51
Cuba,CUB,1993,5660.074
Cuba,CUB,1994,5684.6133
Cuba,CUB,1995,5678.733
Cuba,CUB,1996,5720.4673
Cuba,CUB,1997,5746.681
Cuba,CUB,1998,5872.249
Cuba,CUB,1999,5968.324
Cuba,CUB,2000,5872.7725
Cuba,CUB,2001,5887.582
Cuba,CUB,2002,5509.7207
Cuba,CUB,2003,5562.814
Cuba,CUB,2004,5588.76
Cuba,CUB,2005,5651.605
Cuba,CUB,2006,5330.3022
Cuba,CUB,2007,5316.2017
Cuba,CUB,2008,5381.6226
Cuba,CUB,2009,5416.3887
Cuba,CUB,2010,5511.1455
Cuba,CUB,2011,5311.863
Cuba,CUB,2012,5611.7515
Cuba,CUB,2013,5892.53
Cuba,CUB,2014,6175.009
Cyprus,CYP,1990,409.30954
Cyprus,CYP,1991,438.04306
Cyprus,CYP,1992,461.77316
Cyprus,CYP,1993,474.43134
Cyprus,CYP,1994,473.53986
Cyprus,CYP,1995,476.23975
Cyprus,CYP,1996,473.18112
Cyprus,CYP,1997,474.4204
Cyprus,CYP,1998,479.9693
Cyprus,CYP,1999,481.13168
Cyprus,CYP,2000,470.273
Cyprus,CYP,2001,459.09225
Cyprus,CYP,2002,455.12695
Cyprus,CYP,2003,449.0659
Cyprus,CYP,2004,452.74323
Cyprus,CYP,2005,459.47546
Cyprus,CYP,2006,472.99774
Cyprus,CYP,2007,479.6121
Cyprus,CYP,2008,478.46356
Cyprus,CYP,2009,476.56726
Cyprus,CYP,2010,474.58463
Cyprus,CYP,2011,461.80743
Cyprus,CYP,2012,454.96457
Cyprus,CYP,2013,452.1217
Cyprus,CYP,2014,453.12668
Czechia,CZE,1990,13622.182
Czechia,CZE,1991,12889.414
Czechia,CZE,1992,12408.935
Czechia,CZE,1993,11781.888
Czechia,CZE,1994,11457.974
Czechia,CZE,1995,11349.978
Czechia,CZE,1996,10624.139
Czechia,CZE,1997,10260.611
Czechia,CZE,1998,9504.008
Czechia,CZE,1999,9119.518
Czechia,CZE,2000,8932.622
Czechia,CZE,2001,8801.65
Czechia,CZE,2002,8598.491
Czechia,CZE,2003,8700.575
Czechia,CZE,2004,8302.206
Czechia,CZE,2005,8182.1562
Czechia,CZE,2006,7850.983
Czechia,CZE,2007,7772.766
Czechia,CZE,2008,7768.246
Czechia,CZE,2009,7712.808
Czechia,CZE,2010,7664.759
Czechia,CZE,2011,7608.1055
Czechia,CZE,2012,7426.764
Czechia,CZE,2013,7204.4404
Czechia,CZE,2014,6843.669
Democratic Republic of Congo,COD,1990,63860.297
Democratic Republic of Congo,COD,1991,65055.117
Democratic Republic of Congo,COD,1992,66031.99
Democratic Republic of Congo,COD,1993,66990.24
Democratic Republic of Congo,COD,1994,68386.45
Democratic Republic of Congo,COD,1995,69672.67
Democratic Republic of Congo,COD,1996,71439.41
Democratic Republic of Congo,COD,1997,71627.69
Democratic Republic of Congo,COD,1998,72675.07
Democratic Republic of Congo,COD,1999,73651.9
Democratic Republic of Congo,COD,2000,75154.39
Democratic Republic of Congo,COD,2001,76238.15
Democratic Republic of Congo,COD,2002,76654.484
Democratic Republic of Congo,COD,2003,78108.84
Democratic Republic of Congo,COD,2004,78112.78
Democratic Republic of Congo,COD,2005,78170.72
Democratic Republic of Congo,COD,2006,78797.23
Democratic Republic of Congo,COD,2007,78970.09
Democratic Republic of Congo,COD,2008,79328.87
Democratic Republic of Congo,COD,2009,79214.28
Democratic Republic of Congo,COD,2010,78669.76
Democratic Republic of Congo,COD,2011,78060.08
Democratic Republic of Congo,COD,2012,77494.12
Democratic Republic of Congo,COD,2013,76222.03
Democratic Republic of Congo,COD,2014,74691.195
Denmark,DNK,1990,3768.724
Denmark,DNK,1991,3644.173
Denmark,DNK,1992,3568.0972
Denmark,DNK,1993,3520.245
Denmark,DNK,1994,3416.1587
Denmark,DNK,1995,3338.4094
Denmark,DNK,1996,3194.8455
Denmark,DNK,1997,3041.2231
Denmark,DNK,1998,2904.4336
Denmark,DNK,1999,2854.479
Denmark,DNK,2000,2708.1855
Denmark,DNK,2001,2653.5544
Denmark,DNK,2002,2596.479
Denmark,DNK,2003,2471.3433
Denmark,DNK,2004,2325.349
Denmark,DNK,2005,2220.389
Denmark,DNK,2006,2196.235
Denmark,DNK,2007,2200.6887
Denmark,DNK,2008,2154.8503
Denmark,DNK,2009,2156.4565
Denmark,DNK,2010,2109.6934
Denmark,DNK,2011,1992.1984
Denmark,DNK,2012,1848.0056
Denmark,DNK,2013,1683.4977
Denmark,DNK,2014,1526.0758
Djibouti,DJI,1990,442.61575
Djibouti,DJI,1991,446.9882
Djibouti,DJI,1992,451.38385
Djibouti,DJI,1993,466.84723
Djibouti,DJI,1994,472.29907
Djibouti,DJI,1995,485.00238
Djibouti,DJI,1996,490.1714
Djibouti,DJI,1997,495.28275
Djibouti,DJI,1998,507.98618
Djibouti,DJI,1999,515.4109
Djibouti,DJI,2000,517.8604
Djibouti,DJI,2001,516.1512
Djibouti,DJI,2002,511.66846
Djibouti,DJI,2003,504.11987
Djibouti,DJI,2004,514.1947
Djibouti,DJI,2005,515.5206
Djibouti,DJI,2006,526.37683
Djibouti,DJI,2007,541.0787
Djibouti,DJI,2008,552.7199
Djibouti,DJI,2009,562.21985
Djibouti,DJI,2010,578.9127
Djibouti,DJI,2011,590.30707
Djibouti,DJI,2012,603.1921
Djibouti,DJI,2013,616.15076
Djibouti,DJI,2014,616.6779
Dominica,DMA,1990,60.93422
Dominica,DMA,1991,59.722603
Dominica,DMA,1992,56.39549
Dominica,DMA,1993,54.439857
Dominica,DMA,1994,53.051872
Dominica,DMA,1995,51.520603
Dominica,DMA,1996,50.089645
Dominica,DMA,1997,48.222343
Dominica,DMA,1998,46.58312
Dominica,DMA,1999,46.320835
Dominica,DMA,2000,44.955303
Dominica,DMA,2001,43.078445
Dominica,DMA,2002,41.68296
Dominica,DMA,2003,40.33348
Dominica,DMA,2004,38.371555
Dominica,DMA,2005,37.049286
Dominica,DMA,2006,36.671036
Dominica,DMA,2007,36.359585
Dominica,DMA,2008,35.757816
Dominica,DMA,2009,35.431614
Dominica,DMA,2010,35.41037
Dominica,DMA,2011,35.754696
Dominica,DMA,2012,36.41576
Dominica,DMA,2013,37.06036
Dominica,DMA,2014,37.59176
Dominican Republic,DOM,1990,3527.1255
Dominican Republic,DOM,1991,3384.1428
Dominican Republic,DOM,1992,3231.7954
Dominican Republic,DOM,1993,3183.6143
Dominican Republic,DOM,1994,3075.699
Dominican Republic,DOM,1995,3053.5166
Dominican Republic,DOM,1996,3102.7837
Dominican Republic,DOM,1997,3175.4949
Dominican Republic,DOM,1998,3206.6191
Dominican Republic,DOM,1999,3228.9321
Dominican Republic,DOM,2000,3192.9214
Dominican Republic,DOM,2001,3196.8293
Dominican Republic,DOM,2002,3202.239
Dominican Republic,DOM,2003,3352.0332
Dominican Republic,DOM,2004,3555.5154
Dominican Republic,DOM,2005,3657.7097
Dominican Republic,DOM,2006,3712.6257
Dominican Republic,DOM,2007,3713.986
Dominican Republic,DOM,2008,3689.757
Dominican Republic,DOM,2009,3714.377
Dominican Republic,DOM,2010,3764.0337
Dominican Republic,DOM,2011,3880.0554
Dominican Republic,DOM,2012,4159.7197
Dominican Republic,DOM,2013,4498.7017
Dominican Republic,DOM,2014,4732.621
East Asia & Pacific (WB),,1990,2470576
East Asia & Pacific (WB),,1991,2469427.2
East Asia & Pacific (WB),,1992,2470363.8
East Asia & Pacific (WB),,1993,2465597.2
East Asia & Pacific (WB),,1994,2446025.5
East Asia & Pacific (WB),,1995,2426521.8
East Asia & Pacific (WB),,1996,2415699.2
East Asia & Pacific (WB),,1997,2391013.2
East Asia & Pacific (WB),,1998,2376602.2
East Asia & Pacific (WB),,1999,2397355
East Asia & Pacific (WB),,2000,2429795.5
East Asia & Pacific (WB),,2001,2440473
East Asia & Pacific (WB),,2002,2463353
East Asia & Pacific (WB),,2003,2485359.5
East Asia & Pacific (WB),,2004,2521522.2
East Asia & Pacific (WB),,2005,2511783.5
East Asia & Pacific (WB),,2006,2453057.5
East Asia & Pacific (WB),,2007,2427766.2
East Asia & Pacific (WB),,2008,2446103.2
East Asia & Pacific (WB),,2009,2468207.2
East Asia & Pacific (WB),,2010,2500108
East Asia & Pacific (WB),,2011,2508350.8
East Asia & Pacific (WB),,2012,2490594.2
East Asia & Pacific (WB),,2013,2481294.8
East Asia & Pacific (WB),,2014,2479001.8
East Timor,TLS,1990,1297.8254
East Timor,TLS,1991,1286.6354
East Timor,TLS,1992,1283.3575
East Timor,TLS,1993,1271.8805
East Timor,TLS,1994,1244.9159
East Timor,TLS,1995,1220.3013
East Timor,TLS,1996,1191.7794
East Timor,TLS,1997,1155.5253
East Timor,TLS,1998,1148.0846
East Timor,TLS,1999,1144.5342
East Timor,TLS,2000,1137.0715
East Timor,TLS,2001,1122.0448
East Timor,TLS,2002,1105.9396
East Timor,TLS,2003,1103.7133
East Timor,TLS,2004,1071.0897
East Timor,TLS,2005,1053.1294
East Timor,TLS,2006,1014.05383
East Timor,TLS,2007,1003.21936
East Timor,TLS,2008,982.2451
East Timor,TLS,2009,996.73773
East Timor,TLS,2010,1021.3105
East Timor,TLS,2011,1059.9762
East Timor,TLS,2012,1087.5643
East Timor,TLS,2013,1105.979
East Timor,TLS,2014,1126.9769
Eastern Mediterranean Region (WHO),,1990,473327.84
Eastern Mediterranean Region (WHO),,1991,478545.38
Eastern Mediterranean Region (WHO),,1992,486143.6
Eastern Mediterranean Region (WHO),,1993,495396.03
Eastern Mediterranean Region (WHO),,1994,503606.53
Eastern Mediterranean Region (WHO),,1995,510611.6
Eastern Mediterranean Region (WHO),,1996,514269.38
Eastern Mediterranean Region (WHO),,1997,520239.7
Eastern Mediterranean Region (WHO),,1998,521776.75
Eastern Mediterranean Region (WHO),,1999,525082
Eastern Mediterranean Region (WHO),,2000,526069.56
Eastern Mediterranean Region (WHO),,2001,531173.25
Eastern Mediterranean Region (WHO),,2002,535048.9
Eastern Mediterranean Region (WHO),,2003,540468.2
Eastern Mediterranean Region (WHO),,2004,541134.75
Eastern Mediterranean Region (WHO),,2005,540502.8
Eastern Mediterranean Region (WHO),,2006,543444.25
Eastern Mediterranean Region (WHO),,2007,544931.06
Eastern Mediterranean Region (WHO),,2008,552843.1
Eastern Mediterranean Region (WHO),,2009,557950.8
Eastern Mediterranean Region (WHO),,2010,561344.9
Eastern Mediterranean Region (WHO),,2011,562727
Eastern Mediterranean Region (WHO),,2012,567544.4
Eastern Mediterranean Region (WHO),,2013,572780.25
Eastern Mediterranean Region (WHO),,2014,577698.56
Ecuador,ECU,1990,3711.9614
Ecuador,ECU,1991,3785.294
Ecuador,ECU,1992,3622.0098
Ecuador,ECU,1993,3460.554
Ecuador,ECU,1994,3365.8394
Ecuador,ECU,1995,3284.998
Ecuador,ECU,1996,3358.1475
Ecuador,ECU,1997,3207.0608
Ecuador,ECU,1998,3276.66
Ecuador,ECU,1999,3306.4248
Ecuador,ECU,2000,3300.0398
Ecuador,ECU,2001,3219.7
Ecuador,ECU,2002,3519.2825
Ecuador,ECU,2003,3657.4944
Ecuador,ECU,2004,3730.242
Ecuador,ECU,2005,3894.235
Ecuador,ECU,2006,4003.823
Ecuador,ECU,2007,4087.0513
Ecuador,ECU,2008,4177.364
Ecuador,ECU,2009,4211.757
Ecuador,ECU,2010,4295.6245
Ecuador,ECU,2011,4278.5264
Ecuador,ECU,2012,4469.778
Ecuador,ECU,2013,4574.436
Ecuador,ECU,2014,4586.7505
Egypt,EGY,1990,67592.61
Egypt,EGY,1991,67152.38
Egypt,EGY,1992,66195.44
Egypt,EGY,1993,67202.19
Egypt,EGY,1994,67537.81
Egypt,EGY,1995,66235.24
Egypt,EGY,1996,65385.24
Egypt,EGY,1997,65790.445
Egypt,EGY,1998,65582.52
Egypt,EGY,1999,65463.766
Egypt,EGY,2000,63521.066
Egypt,EGY,2001,66784.65
Egypt,EGY,2002,69258.59
Egypt,EGY,2003,72180.38
Egypt,EGY,2004,72442.35
Egypt,EGY,2005,72305.164
Egypt,EGY,2006,73820.9
Egypt,EGY,2007,74724.12
Egypt,EGY,2008,77300.32
Egypt,EGY,2009,80286.53
Egypt,EGY,2010,81905.52
Egypt,EGY,2011,82312.09
Egypt,EGY,2012,84552.234
Egypt,EGY,2013,83173.945
Egypt,EGY,2014,84663.695
El Salvador,SLV,1990,3439.7793
El Salvador,SLV,1991,3404.0999
El Salvador,SLV,1992,3468.4578
El Salvador,SLV,1993,3502.6208
El Salvador,SLV,1994,3509.5847
El Salvador,SLV,1995,3367.0535
El Salvador,SLV,1996,3282.0884
El Salvador,SLV,1997,3263.105
El Salvador,SLV,1998,3347.075
El Salvador,SLV,1999,3087.6516
El Salvador,SLV,2000,2986.6528
El Salvador,SLV,2001,2893.0547
El Salvador,SLV,2002,2719.7117
El Salvador,SLV,2003,2739.5176
El Salvador,SLV,2004,2768.7598
El Salvador,SLV,2005,2750.2244
El Salvador,SLV,2006,2754.4192
El Salvador,SLV,2007,2717.6328
El Salvador,SLV,2008,2653.781
El Salvador,SLV,2009,2786.6892
El Salvador,SLV,2010,2637.6558
El Salvador,SLV,2011,2711.0479
El Salvador,SLV,2012,2583.3118
El Salvador,SLV,2013,2717.2256
El Salvador,SLV,2014,2890.9312
England,,1990,36387.137
England,,1991,35605.79
England,,1992,34601.18
England,,1993,34185.027
England,,1994,32776.58
England,,1995,32197.367
England,,1996,31047.523
England,,1997,29705.102
England,,1998,28733.5
England,,1999,27632.9
England,,2000,25995.209
England,,2001,24425.025
England,,2002,23686.604
England,,2003,22656.848
England,,2004,21085.969
England,,2005,20006.129
England,,2006,19106.578
England,,2007,18494.096
England,,2008,17813.568
England,,2009,16978.416
England,,2010,16315.121
England,,2011,15564.82
England,,2012,14935.374
England,,2013,14204.805
England,,2014,13414.795
Equatorial Guinea,GNQ,1990,957.7831
Equatorial Guinea,GNQ,1991,961.0128
Equatorial Guinea,GNQ,1992,956.2735
Equatorial Guinea,GNQ,1993,954.54584
Equatorial Guinea,GNQ,1994,949.6168
Equatorial Guinea,GNQ,1995,945.3504
Equatorial Guinea,GNQ,1996,927.9492
Equatorial Guinea,GNQ,1997,857.01575
Equatorial Guinea,GNQ,1998,807.3003
Equatorial Guinea,GNQ,1999,767.78613
Equatorial Guinea,GNQ,2000,728.8811
Equatorial Guinea,GNQ,2001,669.8197
Equatorial Guinea,GNQ,2002,621.73425
